Longitude	Latitude	Name
34.08157	-118.38909	Troubadour
34.09072	-118.38569	Whiskey a Go Go
33.96569	-118.42456	Loyola Marymount Univ
34.05637	-118.44676	Passport Svcs - Federal Bldg
34.05897	-118.4438	UCLA Hammer Mus
34.07394	-118.43837	Univ of California at LA UCLA
34.05868	-118.44179	Westwood Village Memorial Park
-93.276007	44.978501	First Avenue (Music)
-86.20356	33.61346	Falls of St. Anthony (Waterfall)
-93.2576	45.0009	Nicollet Mall
-93.305769	44.948468	Lake Calhoun
-93.272899	44.959067	Minneapolis Institute of Arts
-93.289125	44.968766	Minneapolis Sculpture Garden
-93.272333	44.976496	IDS Crystal Court
-93.237705	44.972937	Frederick R . Weisman Art Museum
-93.263496	44.980445	Depot Skating Rink
-93.286761	44.97366	Basilica of St. Mary
-93.2058	44.90925	Minnehaha Park and Falls
-93.28209	44.969303	Loring Park
-93.271639	44.975111	Foshay Tower Museum
-93.265393	44.955363	American Swedish Institute
-93.232756	44.977716	Bell Museum of Natural History
-93.258425	44.987195	Our Lady of Lourdes Catholic Church
-93.2474	44.9089	Lake Nokomis
-93.321602	44.93875	Bakken Library and Museum of Electricity in Life
-93.3218	44.9687	Cedar Lake
-93.229	44.9792	Stone Arch Bridge
-93.3033	44.9632	Lake of the Isles
-93.289693	44.979065	"Firm, The"
-93.308815	44.928523	Lake Harriet Bandshell
-93.272833	44.975947	IDS Center
-93.287993	44.9682	Walker Art Center
-93.254424	44.975665	Open Book
-93.320401	45.000353	Eloise Butler Wildflower Garden
-93.275074	44.979595	Northwest Athletic Club - Target Center
-93.21104	44.914438	John H Stevens House Museum
-93.277249	44.976357	Orpheum Theatre
-93.2562	44.9745	Minneapolis Grand Rounds
-93.298593	44.937563	Lakewood Cemetery
-93.277993	44.963762	VocalEssence
-93.264031	44.97754	Minneapolis Grain Exchange
-93.2814	44.9299	Lake Harriet
-93.259163	44.974647	Metrodome
-93.270358	44.977579	Wells Fargo Tower
-93.267139	44.976161	Hennepin County Government Center
-93.287	45.08712	"Chain of Lakes, The"
-93.315939	44.950583	Calhoun Beach Club
-93.2677	44.96874	Mill Ruins Park
-93.266232	44.977158	Minneapolis City Hall
-93.21336	44.95446	Lock and Dam #1
-93.286539	44.968634	Cathedral Church of St. Mark
-93.30504	44.91532	Lyndale Park Peace (Rock or Rosr) Garden
-93.309179	44.928723	Thomas Sadler Roberts Bird Sanctuary
-93.290405	44.959989	Evelo's Bed and Breakfast
-93.25793	44.980513	Upper St. Anthony Lock and Dam
-93.275508	44.972724	Orchestra Hall (Peavey Plaza)
-93.256957	44.988421	Ard Godfrey House
-93.273033	44.979432	Hennepin Center for the Arts
-93.269468	44.999027	Grain Belt Brew House
40.75269	-73.42209	AdventureLand
40.57555	-73.98005	Coney Island
42.25925	-78.65562	Holiday Valley
43.02695	-78.96797	Martins Fantasy Island
42.86856	-78.38786	Darien Lake
40.92459	-72.73151	Splish Splash
43.2749	-76.41397	Thunder Island
42.37952	-74.14545	Zoom Flume
43.09359	-79.05713	Niagra Falls State Park
40.68982	-74.04563	Statue of Liberty
40.74959	-73.99167	Madison Square Garden
40.7058	-74.00175	South Street Seaport
40.7582	-73.9753	St Patrick's Cathedral
40.74828	-73.98464	Empire State Building
40.82761	-73.9261	Yankee Stadium
42.93223	-78.87691	Albright-Knox Art Gallery
43.15164	-77.58036	George Eastman House
43.04444	-76.14729	Everson Museum of Art
42.70003	-74.92291	Baseball Hall of Fame
42.9393	-74.185	Noteworthy Indian Museum
40.761	-73.9773	Museum of Modern Art
40.7417	-74.0015	Major League Baseball
40.72476	-73.99754	New Museum of Contemporary Art
40.76116	-73.97721	American Folk Art Museum
40.77336	-73.96407	Whitney Museum of American art
40.67152	-73.96283	Brooklyn Museum of Art
40.7785	-73.96265	Metropolitan Museum of Art
41.77165	-73.93053	Franklin D. Roosevelt National Historic
40.90686	-73.13862	Long Island Museum
41.02442	-72.15471	Jackson Pollock - Krasner House
40.70256	-74.01405	Staten Island Ferry
40.80382	-73.96303	The Cathedral Church of St. John the Div
40.70773	-74.01171	New York Stock Exchange
40.79252	-73.95242	Museum of the City of New York
40.75888	-73.97878	Rockefeller Center
40.75996	-73.98016	Radio City Music Hall
40.6967	-73.9894	New York Transit Museum
40.76319	-73.98307	Times Square Visitors Center & Ed Sulliv
40.77395	-73.98396	Lincoln Center for the Performing Arts
40.71463	-74.00581	The Children's Museum of the Arts
40.74932	-73.96875	United Nations HQ
40.75821	-73.97935	Christie's auction house
40.8656	-73.8829	New York Botanical Garden
40.78579	-73.97697	Children's Museum of Manhattanv
40.75632	-73.9881	Madame Tussaud's NY in Times Square
40.70585	-74.01348	NYC Police Museum
40.7603	-73.97707	Museum of TV and Radio
40.80976	-73.9498	Apollo Theater
40.72563	-74.0069	New York City Fire Museum
40.72756	-74.00708	Jacques Torres Chocolate Haven
40.76085	-73.97723	American Craft Museum
40.75167	-73.97571	Chrysler Building
40.75215	-73.9777	Grand Central Terminal
40.70613	-74.01107	New York Water Taxi
40.761	-73.9733	Sony Wonder Technology Lab
40.7605	-73.9515	The Roosevelt Island Tramway
40.7675	-73.9707	Central Park Zoo and Tisch Children's Zo
40.75058	-74.00865	Chelsea Piers
40.75658	-74.00345	Jacob K. Javits Center
40.76191	-73.97455	World of Disney Store
40.76405	-73.97298	FAO Schwarz
40.7466	-73.9938	Fashion Institute of Technology
40.76269	-73.98232	New York Citys Official Visitor Informat
40.76463	-73.98048	Carnegie Hall Tours
40.7297	-74.0022	Greenwich Village
40.7048	-74.0167	Battery Park
40.70825	-73.99955	Brooklyn Bridge
40.716	-73.9859	Chinatown
40.7805	-73.9728	American Museum of Natural History
40.736	-73.9895	Union Square
40.69868	-74.03906	The Ellis Island/Liberty Island Ferry
40.85633	-73.87243	Bronx Zoo
40.7193	-73.9973	Little Italy
40.61804	-73.97436	Jones Beach
40.7596	-73.991	Circle Line
40.78786	-73.98118	Riverside Park
40.75	-73.8523	Shea Stadium
40.5769	-73.9898	New York Aquarium
40.6154	-74.06327	Alice Austen House Museum
40.7126	-74.0143	World Financial Center ( near World Trad
40.7762	-73.9438	Gracie Mansion
40.75063	-73.9894	Macy's
40.73216	-73.99016	Nasdaq MarketSite
40.7528	-73.9814	New York Public Library
40.73889	-73.98946	Theodore Roosevelt House
40.70851	-74.01268	Trinity Church
40.76246	-73.97418	Trump Tower
40.81333	-73.96306	Grant's Tomb
40.75	-73.8523	Louis Armstrong House Museum
40.74379	-73.95501	The Chocolate Factory
40.57496	-73.98577	KeySpan Park
40.75597	-73.98615	ESPN Zone
-117.996867	33.851492	Medieval Time
-117.996855	33.842876	Knott's Berry Farm
-117.89969	33.60306	Balboa Fun Zone
-117.867544	33.762619	Bowers Museum
-117.86763	33.770008	Discovery Science Center
-117.898388	33.786137	Crystal Cathedral
-117.654424	33.502722	Mission San Juan Capistrano
-117.93714	33.67357829	Diego Sepulveda Adobe Estancia Costa Mesa
-117.915719	33.83276	Disneyland
-117.859129	33.74845	Santa Ana Zoo
-117.756604	33.799174	Orange County Zoo Main Parling Area
-117.718452	33.552062	Orange County Natural History
-117.743388	33.667742	Wild Rivers Water Park
-117.94641	33.92927828	La Habra Children's Museum
-117.90834	33.62301829	Environmental Nature Center
-117.87827	33.62144829	Orange County Museum of Art
-118.00035	33.65892	International Surfing Museum
-117.922116	33.872399	Museum of North Orange County
-117.7358	33.68812	MCAS El Toro Command Museum
-117.974764	33.715526	Shroud Center of Southern California
-117.9931	33.81676	Hobby City Doll & Toy Museum
-117.901057	33.60131	Balboa Pier
-117.89998	33.60314	Newport Harbor Nautical Museum
-117.92231	33.87258828	Fullerton Museum
-117.928893	33.608213	Newport Pier
-117.70637	33.46248829	Dana Point Pier
-117.70637	33.4624883	Dana Point Harbor
-117.61997	33.4197583	San Clemente Pier
-117.89104	33.62081829	Back Bay Science Center
-117.99716	33.84373	Knott's Berry Farm
-117.664318	33.500747	Zoomars Petting Zoo & Bird Park
-80.1156	26.37437	Boomers Amusement Park
-80.05698	26.70865	Diva Duck Amphibious Tours
-80.32225	26.71263	"Lion Country Safari,"
-80.30421	26.9116	"Moroso Motorsports Park,"
-80.08706	26.69387	Palm Beach Kennel Club
-80.05406	26.77129	"Palm Beach Princess, Day Cruises & Casin"
-80.06846	26.66605	Palm Beach Zoo at Dreher Park
-80.10757	26.77179	Rapids Water Park
-80.11705	26.89009	Roger Dean Stadium
-80.08476	26.94943	Jupiter Lighthouse
-80.21858	26.33184	Loxahatchee Everglades Tours
-80.1529	26.4289	American Orfchid Society
-80.11199	26.68574	Mounts Botanical Garden
-80.10698	26.79488	Playmobil Fun Park
-75.67528	39.87102	Longwood Gardens
-75.16167	39.9491	Liberty Bell Center
-75.14966	39.95064	The Independence Visitor Center
-75.14881	39.95267	National Constitution Center
-75.14443	39.95209	Betsy Ross House
-75.14848	39.95253	Christ Church Burial Grounds
-75.14881	40.69106	Crayola Factory
-75.11875	40.32183	Fonthill Museum Castle
-75.14414	40.30922	Mercer Museum Castle
-75.14848	39.96732	Eastern State Penitentiary
-75.11875	40.13166	Glencairn Castle
-96.92397	32.9687	Sandy Lake Amusement Park
-96.71614	32.82173	Dallas Arboretum
-96.80475	32.78331	The Dallas World Aquarium
-97.072768	32.755561	Six Flags Over Texas
-97.081624	32.76161	Six Flags Hurricane Harbor
-96.81127	32.789966	American Airlines Center
-97.082644	32.75128	Rangers Ballpark In Arlington
-96.910855	32.841119	Texas Stadium
-97.003022	32.762083	Louis Tussaud's Palace of Wax Museum
-96.814154	32.744122	Dallas Zoo
-97.360646	32.722178	Fort Worth Zoo
-96.899578	32.884746	SpeedZone
-96.808986	32.776803	Reunion Tower
-96.986454	32.771755	Lone Star Park at Grand Prairie
-96.758991	32.777942	State Fair Of Texas
-96.789332	32.777587	Dallas Farmers Market
-96.807105	32.781116	WestEnd Historic District
-96.802586	32.784848	Fountain Place
-96.759617	32.779571	Cotton Bowl
-97.092876	32.747868	Dallas Cowboys Stadium
-96.982361	32.766856	Nokia Theater at Grand Prairie
-96.609379	33.049247	Southfork Ranch
-77.0553	38.87036	Pentagon
-77.0364	38.8976	White House
-77.0089	38.8898	US Capitol
-77.4642	38.94495	Dulles Airport
-77.00165	38.93256	Basilica of the National Shrine    Immac
-77.03178	38.8861	Bureau of Engraving
-77.0022	38.90058	Capital Childrens Museum
-77.04	38.8957	Corcoran Art Gallery
-77.0403	38.894	Constitution Hall       DAR
-77.06429	38.91391	Dumbarton Oaks
-77.0622	38.9165	Dumbarton Oaks Park
-77.02573	38.89657	Fords Theater
-77.04381	38.88364	FDR Memorial
-77.02261	38.88807	Hirshhorn Art Museum
-77.0328	38.8873	Holocaust Museum
-77.0247	38.8954	FBI Bldg    J. Edgar Hoover
-77.03683	38.88151	Jefferson Memorial
-77.0555	38.8959	JFK Center
-77.04739	38.88808	Korean War Memorial
-77.03678	38.89998	Lafayette Square
-77.0044	38.8884	Library of Congress
-77.04974	38.88939	Lincoln Memorial
-77.0197	38.8882	"Air & Space Museum, D.C."
-77.0328	38.8943	National Aquarium
-76.9697	38.9126	National Arboretum
-77.023	38.8929	National Archives
-77.07229	38.93134	National Cathedral
-77.02	38.8912	National Gallery of Art
-77.0303	38.8912	Museum of American History
-77.0261	38.8912	Museum of Natural History
-77.05494	38.92985	National Zoo
-77.0044	38.8904	Supreme Court
-77.0469	38.8909	Vietnam Memorial
-77.0466	38.8907	Vietnam Womens Memorial
-77.04483	38.88947	Reflecting Pool
-77.04052	38.88955	WW2 Memorial
-77.0433	38.8909	Signers of Declaration  Memorial
-77.01541	38.89855	Lillian & Albert Small Jewish Museum
-77.03561	38.88964	Washington Monument
-77.02609	38.8889	The Castle
-77.0166	38.8882	Museum of American Indian
-77.023	38.8896	The Mall
-77.02299	38.89165	Gallery of Art Sculpture Garden
-77.04678	38.87683	Navy & Marine Memorial
-77.0511	38.8799	LBJ Memorial Grove
-77.00597	38.89106	US Botanic Garden
-77.02362	38.90337	Washington Convention Center
-77.06291	38.89725	Theodore Roosevelt Memorial
-77.03746	38.8941	The Ellipse
-77.0483	38.8948	Dept. of State
-77.06826	38.92239	U.S. Naval Observatory
-77.02	38.89757	MCI Center    Verizon
-77.06885	38.88274	Arlington National Cemetery
-77.06994	38.89039	Iwo Jima Memorial
-77.0223	38.8971	Spy Museum
-77.04012	38.88595	Tidal Basin
-77.0161	38.8871	Voice of America
-77.01249	38.88733	Rayburn HOB
-77.4416	38.91143	"Air & Space Museum, VA"
-77.2494	39.00006	"Great Falls, VA"
-77.24737	39.00018	"Great Falls, MD"
-76.99515	38.87502	U.S. Navy Museum
-77.0386	38.8973	Old EOB
-76.97277	38.8898	RFK Stadium
-77.02001	38.87775	Arena Stage
-77.03656	38.95269	Carter Barron Amphitheater
-77.03034	38.89649	National Theater
-77.13883	38.96797	Glen Echo Park   Discovery Creek Childre
-77.03677	38.89953	Andrew Jackson statue
-77.0139	38.8896	Ulysses S. Grant statue
-77.0069	38.8868	Cannon HOB
-77.03	38.8915	Dept. of Agriculture
-77.0183	38.8862	Dept. of Education
-77.025	38.8862	Dept. of Energy
-77.0228	38.8837	Dept. of HUD
-77.025	38.8932	Dept. of Justice
-77.0153	38.8932	Dept. of Labor
-77.0344	38.8973	Dept. of Treasury
-77.00832	38.89236	Russell Senate
-77.0053	38.8929	Dirksen  Senate
-77.02974	38.8956	International Trade Center    Reagan  Vi
-77.0166	38.8912	"National Gallery of Art, East"
-77.0014	38.8912	National Gallery of African Art
-77.0228	38.8989	Museum of American Art
-77.0308	38.8909	Museum of History & Technology
-77.0291	38.9754	Museum of Health & Medicine
-77.0294	38.9001	Museum of Women in the Arts
-77.0228	38.8979	National Portrait Gallery
-77.0083	38.8973	National Postal Museum
-77.0319	38.8971	National Press Club
-77.05	38.9565	Rock Creek Park Hdqtrs
-77.0516	38.9598	Rock Creek Park Nature Center & Planetar
-77.0405	38.9601	Rock Creek Park Trail Center
-77.0328	38.8943	Dept. of Commerce
-77.0378	38.9054	Explorer's Hall
-77.0433	38.9096	Dupont Circle Fountain
-77.0255	38.8707	East Potomac Park
-77.0511	38.8779	Lady Bird Johnson Memorial Park
-77.02222	38.89483	Zip Cars
-77.10078	38.91957	Fletcher's Boat House  Bike Canoe C&O
-77.06288	38.90538	Georgetown
-77.0472	38.8993	Lisner Auditorium  GWU
-77.2647	38.9384	Wolf Trap Park    Performing Arts
-76.4845	38.97863	U.S. Naval Academy
-76.60825	39.28825	Baltimore Aquarium
-77.03967	38.88011	Constitution Garden
-77.08878	38.94321	Friendship 'Turtle' Park   Playground
-76.99608	38.88762	Eastern Farmers Market
-77.34179	38.54059	Museum of the Marine Corps    USMC
-77.0825	38.80727	Blu Gnu Kayak
-76.583562	39.26543	Fort McHenry
-76.6198	39.28629	Camden Yards
-76.67699	39.35036	Pimlico Race      Horse
-76.77247	38.90203	Six Flags
-77.0218	38.90024	Chinatown Friendship Arch
-76.98593	38.93735	Franciscan Monastery
-76.98563	38.86437	Frederick Douglass
-77.04634	38.91153	Phillips Collection      Art
-76.82602	39.10123	Laurel Race    Horse
-77.05054	38.88757	West Potomac Park
-77.01121	38.89277	Robert A. Taft Memorial
-77.0261	38.8909	Freer Gallery of Art      Sackler
-76.64255	37.23673	Busch Gardens & Water Country
-77.0893	38.92158	Kreeger Museum
-78.53293	38.64799	Luray Caverns
-77.01996	38.89622	Marian Koshland Science Museum
-77.05161	38.91414	Woodrow Wilson House Museum
-76.86579	38.90915	FedEx Field
-77.02706	38.90285	American Youth Hostels
-77.02162	38.89394	U.S. Navy Memorial & Heritage Ctr.  USN
-77.06272	38.84006	Birchmere - dinner & concerts
-77.35622	37.24363	Petersburg Civil War Battlefield
-78.48053	38.00651	Monticello Visitor Center
-78.45668	38.00531	Monticello
-81.00362	38.11907	"White water rafting, W.Va. (New/Gauley r"
-80.3008	37.78579	W.Va. Visitor Ctr. & rest area
-77.08587	38.71084	Mt. Vernon George Washington's Home
-76.516869	37.238441	Yorktown Victory Center (battle site)
-76.786218	37.225069	Jamestown Settlement
-77.33635	38.54579	National Museum of the Marine Corps
-104.98738	40.52252	Swetsville Zoo
-105.09426	40.42293	Benson Park Sculpture Garden
-104.9879	40.4419	Budweiser Events Center
-105.06904	40.59315	New Belgium Brewery
-105.21847	39.75579	Coors Brewery Tour
-105.5918	40.40427	Rocky Mountain National Park
-105.51511	40.3787	Estes Park
-105.00192	40.61794	Anheuser-Busch Brewery Tour
-105.52047	40.38261	Stanley Hotel
-105.07535	40.58759	Old Town Square Plaza
-104.99856	40.41077	Prime Outlets at Loveland
-104.82085	40.19455	Fort Vasquez Museum
-83.236485	42.301598	Automotive Hall of Fame
-83.608314	42.245863	Automotive Heritage Museum
-82.990656	42.339939	Belle Isle Park
-83.061335	42.358312	Charles H. Wright Museum of African American History
-83.051267	42.337842	Comerica Park
-83.23973	42.577456	Cranbrook Art Museum and Institute of Science
-83.23973	42.577456	Cranbrook Institute of Science
-83.120289	42.46513	Detroit Curling Club
-83.066304	42.359842	Detroit Historical Museum
-83.065649	42.359198	Detroit Institute of Arts
-83.040485	42.329855	Detroit People Mover
-83.041449	42.3273	Detroit Princess Riverboat
-83.080995	42.311497	Detroit River Walk
-83.062136	42.358034	Detroit Science Center
-83.058885	42.348615	Detroit Symphony Orchestra
-83.148937	42.475358	Detroit Zoological Park
-82.985435	42.334982	Dossin Great Lakes Museum
-83.041719	42.348589	Eastern Market Since 1892
-82.872993	42.450605	Edsel & Eleanor Ford House
-83.076854	42.369223	Fisher Theatre
-83.046509	42.338765	Ford Field
-83.051944	42.33828	Fox Theatre
-83.046358	42.337347	Gem & Century Theatres
-83.04555	42.560081	GM Heritage Center
-83.040485	42.329855	GM World
-83.04113	42.334516	Greektown Casino
-83.227334	42.312859	Henry Ford Estate
-83.234017	42.300647	Henry Ford Museum & Greenfield Village
-83.099079	42.299743	Historic Fort Wayne
-82.427299	42.98806	Huron Lightship Museum
-83.050686	42.324904	Joe Louis Arena
-82.84361	42.674617	Lionel Visitor Center
-83.360185	42.525469	Marvin's Marvelous Mechanical Museum
-83.665878	42.299901	Matthaei Botanical Gardens & Nichols Arboretum
-83.201416	42.672134	Meadowbrook Hall
-83.057509	42.33138	MGM Grand Detroit Casino
-83.613699	42.245937	Michigan Firehouse Museum
-83.065931	42.368327	Model T Heritage Complex
-82.867147	42.629694	Morley Candy Factory
-83.067293	42.339718	Motor City Casino
-83.478327	42.484219	Motorsports Hall of Fame
-83.088323	42.36439	Motown Historical Museum
-83.243915	42.696217	Palace of Auburn Hills
-82.981455	42.36146	Pewabic Pottery
-83.057031	42.395308	Polish Art Center
-82.879817	42.593039	River of Glass Studio
-82.84949	42.61532	Selfridge Military Air Museum
-83.044152	42.329299	Spirit of Detroit sculpture
-83.037581	42.399825	The Parade Company
-83.09913	42.29985	Tuskegee Airmen National Museum
-83.22419	42.650441	Walter P Chrysler Museum
-83.513861	42.240846	Yankee Air Museum
-94.42149	39.103019	Harry S. Truman Library & Museum
-94.419626	39.086737	National Frontier Trails Museum
-94.581116	39.109501	Arabia Steamboat Museum (unique history museum)
-94.579915	39.097274	Sprint Center (concert & sports venue)
-94.584791	39.090413	First Fridays in the Crossroads Arts District (gallery walks)
-94.586087	39.080622	National World War I Museum at Liberty Memorial
-94.56259	39.091273	Negro Leagues Baseball Museum
-94.585295	39.084784	Union Station Kansas City
-94.580988	39.045244	Nelson-Atkins Museum of Art
-94.591593	39.042317	Country Club Plaza (shopping)
-94.582047	39.030978	Toy & Miniature Museum
-94.483988	39.048911	Arrowhead Stadium (Chiefs NFL; Wizards MLS)
-94.480362	39.051518	Kauffman Stadium (Royals MLB)
-94.532815	39.007625	Starlight Theatre (outdoor theater)
-94.489481	39.177275	"Worlds of Fun, Oceans of Fun (theme & water parks)"
-94.873188	39.113559	Kansas City Renaissance Festival
-94.915958	39.348793	Frontier Army Museum
-94.873188	39.113559	Mahaffie Stagecoach Stop & Farm (history)
-94.831656	39.123818	CommunityAmerica Ballpark (KC T-Bones)
-94.831109	39.115927	Kansas Speedway (NASCAR; ARCA; IRL)
-94.826324	39.126573	Legends at Village West (shopping & entertainment)
-94.701397	38.878222	Deanna Rose Children's Farmstead
-94.670474	38.961657	New Theatre Restaurant (dinner theater)
33.81716	-117.92229	Disneyland
33.81716	-117.92228	Disney's California Adventure
33.79946	-117.88893	Angel Stadium
33.80887	-117.8774	Honda Center - Arrowhead Pond
34.13655	-118.04096	Santa Anita Race Track
34.14345	-118.05086	The Arboretum of LA County
33.34856	-118.32633	Catalina Island Casino
33.60544	-117.89823	Balboa Island Mus
34.08664	-118.44562	Hotel Bel-Air
34.06944	-118.40703	Church of the Good Shepherd
34.09241	-118.39971	Greystone Mansion
34.13138	-118.43364	Mulholland - Stone Cyn O'look
34.12144	-118.39818	Mulholland - Summit O'look
34.06722	-118.40104	Rodeo Drive
34.08153	-118.41246	The Beverly Hills Hotel
34.07098	-118.40321	The Paley Center for Media
34.06642	-118.40026	Beverly Wilshire
33.846	-117.998	Knott's Berry Farm
34.19634	-118.35396	Bob Hope Airport BUR
34.14722	-118.34198	Warner Brothers Studios
34.15584	-118.33488	NBC Studios
34.10467	-118.70943	Mulholland - LasVirgenesO'look
33.86297	-118.26586	The Home Depot Center
34.02035	-118.39845	Sony Pictures Studio Tour
34.13056	-118.49665	Mulholland - Groves O'look
33.86407	-118.39722	Creme De La Crepe
33.86223	-118.40017	Hermosa Beach Pier
34.09347	-118.20684	Lummis House - El Alisal
34.09909	-118.20608	Southwest Mus American Indian
34.10317	-118.32658	Capitol Records Tower
34.10146	-118.33647	Egyptian Theatre
34.10146	-118.33367	Frederick's of Hollywood
34.10162	-118.34095	Graumanâ€™s Chinese Theatre
34.10162	-118.33929	Hollywood / Highland Center
34.10167	-118.34278	Hollywood Entertainment Mus
34.10083	-118.3415	Hollywood Roosevelt Hotel
34.10161	-118.32671	Hollywood Walk of Fame
34.10164	-118.33791	Hollywood Wax Mus
34.10165	-118.34017	Kodak Theatre
34.1017	-118.32567	Pantages Theatre
34.10143	-118.33842	Ripley's Believe It or Not!
34.101	-118.3386	The Hollywood Mus
34.09803	-118.36822	Chateau Marmont
34.0979	-118.36813	The Sunset Strip - eastern end
34.11434	-118.33451	Ford Amphitheatre
34.10574	-118.33858	Freeman House
34.10986	-118.33651	Hollywood Bowl
34.11639	-118.3429	Mulholland - Hwd Bowl O'look
34.1267	-118.32638	The Hollywood Sign - O'look #1
34.11261	-118.32143	The Hollywood Sign - O'look #2
33.94909	-118.34088	Hollywood Park
33.96174	-118.3703	Randy's Donuts
33.95986	-118.34224	The Forum
34.20335	-118.21033	Descanso Gardens
33.76285	-118.19616	Aquarium of the Pacific
33.75258	-118.19029	RMS Queen Mary
33.81826	-118.14453	Long Beach Airport LGB
33.93862	-118.24104	Watts Towers of Simon Rodia
34.05015	-118.3092	El Cholo Mexican Restaurant
34.0165	-118.29006	Natural History Mus of LA County
34.02303	-118.28228	Shrine Auditorium
34.01976	-118.28169	Univ of Southern Cal USC
34.0039	-118.33094	Leimert Park Village
34.05833	-118.24731	Ahamanson Theatre
34.05751	-118.24551	Cathedral - Our Lady of Angels
34.06602	-118.23626	Chinatown
34.0725	-118.24574	Dodger Stadium
34.05667	-118.24884	Dorothy Chandler Pavilion
34.05557	-118.23956	El Pueblo de Los Angeles
34.04928	-118.23903	Japanese American Nat'l Mus
34.05382	-118.24341	LA City Hall
34.04811	-118.24206	Little Tokyo
34.05784	-118.24775	Mark Taper Forum
34.05361	-118.25045	Mus of Contemporary Art - MOCA
34.05736	-118.24756	Music Center of LA County
34.05703	-118.23818	Olvera Street - Avila Adobe
34.05968	-118.23729	Philippe's Original French Dip
34.05621	-118.23677	Union Station
34.05513	-118.24945	Walt Disney Concert Hall
34.05107	-118.24984	Angels Flight
34.05062	-118.24992	Grand Central Market
34.05067	-118.24841	Tacos Tumbras A Tomas
34.05075	-118.24802	The Bradbury Building
34.04198	-118.26696	LA Convention Center
34.04201	-118.26694	Staples Center
34.07741	-118.42935	Playboy Mansion
34.07638	-118.26109	Angelus Temple
34.10168	-118.29508	Barnsdall Park / Hollyhock Hse
34.1192	-118.30034	Griffith Observatory
34.12147	-118.27394	Griffith Park
34.14995	-118.28238	LA Zoo
34.14857	-118.28214	Mus of the American West
34.11992	-118.2957	The Greek Theatre
34.15375	-118.30899	Travel Town Transportation Mus
34.04648	-118.20972	Boyle Heights
34.05398	-118.40183	Mus of Tolerance
34.07601	-118.35839	CBS Television City
34.0623	-118.35528	Craft / Folk Art Mus
34.07247	-118.36131	Farmers Market
34.06244	-118.34854	Korean Cultural Ctr - Koreatown
34.06416	-118.34383	La Brea Bakery
34.0644	-118.35468	La Brea Tar Pits - Page Mus
34.06276	-118.35801	LA County Mus of Art
34.06239	-118.36154	Petersen Automotive Mus
34.07294	-118.35841	The Grove
34.01568	-118.28397	Cal African American Mus
34.01559	-118.28555	Cal Science Center
34.01403	-118.28541	The LA Memorial Coliseum
34.01275	-118.28285	The LA Memorial Sports Arena
34.09062	-118.32012	Hollywood Forever Cemetery
34.08355	-118.31955	Paramount Pictures
34.08381	-118.34418	Pink's Hot Dogs
33.94557	-118.40002	LA Int'l Airport LAX
34.0602	-118.45496	LA National Cemetery
34.12311	-118.47943	Skirball Cultural Center
34.08859	-118.47556	The Getty Center LA
34.06013	-118.27651	MacArthur Park
34.12697	-118.31143	Bronson Caves - Batman Batcave
34.04978	-118.25414	Biltmore Hotel
34.05079	-118.25502	LA Central Library
34.0504	-118.25393	US Bank Tower - Library Tower
34.27278	-118.46027	Mission San Fernando Rey de EspaÃ±a
33.92841	-118.22551	Century Regional Detention Facility
34.03431	-118.70985	Pepperdine Univ Malibu
34.09586	-118.69759	Mulholland - Seminole O'look
34.03395	-118.68819	Malibu Colony
34.03734	-118.67675	Malibu Pier
34.03583	-118.6788	Malibu Surfrider Beach
33.88437	-118.41191	Manhattan Beach Pier
33.97969	-118.44015	Marina del Rey
34.22519	-118.06433	Mount Wilson Observatory
34.06074	-117.59778	Ontario Airport ONT
34.04188	-118.56708	The Getty Villa Malibu
34.05437	-118.51269	Will Rogers State Park
34.15914	-118.16759	Rose Bowl
34.15147	-118.16052	The Gamble House
34.1458	-118.15836	Norton Simon Mus
34.14672	-118.14137	Pacific Asia Mus
33.7432	-118.378	Wayfarer's Chapel
33.83862	-118.3893	Redondo Beach Pier
34.09687	-118.10771	Mission San Gabriel ArcÃ¡ngel
34.12856	-118.11115	The Huntington Library/Gardens
33.71061	-118.29294	Korean Bell of Friendship
33.74136	-118.27943	LA City Fireboat #2 - R Scott
33.70689	-118.29372	Point Fermin Lighthouse
33.74899	-118.27472	SS Lane Victory
33.67926	-117.86109	John Wayne Int'l Airport SNA
34.0114	-118.49505	Santa Monica Pier
34.0182	-118.49919	Third Street Promenade
34.01704	-118.45305	Santa Monica Airport SMO
34.02759	-118.46783	Bergamot Arts Station / Mus
34.12192	-118.38451	Mulholland - Pohl O'look
34.12875	-118.36496	Mulholland - Univl City O'look
34.1446	-118.39247	CBS Studios Center
34.13625	-118.35134	Hard Rock Cafe Hollywood
34.13655	-118.35587	Universal Studios / CityWalk
34.4236	-118.59466	Six Flags - Magic Mountain
34.20321	-118.49233	Van Nuys Airport VNY
33.98563	-118.47266	Venice Beach - Muscle Beach
34.07737	-118.37986	Tail o' The Pup
34.08188	-118.38222	Pacific Design Center
34.08612	-118.37177	Schindler House
34.0896	-118.3937	The Sunset Strip - western end
34.09052	-118.38463	The Viper Room
-75.14751	39.93349	Mummers Museum
-75.14642	39.96462	Benjamin Franklin Statue
-75.14808	39.95359	Philadelphia Mint
-74.87105	40.18667	Sesame Place
-75.173	39.9676	Philadelphia Museum of Art
-75.12706	40.30834	James A. Michner Art Museum
