Latitude,Longitude,Name
58.2833,-121.7167,Fontas
53.0333,-121.7167,Van Winkle
52.6167,-121.7,Hydraulic
52.2667,-121.6833,Miocene
51.8667,-121.6667,Wright
55.7,-121.6167,Little Prairie
53.9833,-121.6167,Hutton
51.1,-121.6,Clinton
56.1833,-121.5833,Farrell Creek
50.2333,-121.5667,Lytton
50.0667,-121.55,Falls Creek
53.0667,-121.5167,Barkerville
53.9333,-121.4667,Longworth
49.8833,-121.4667,North Bend
56.2167,-121.4333,Attachie
49.5667,-121.4333,Yale
49.3833,-121.4333,Hope
52.75,-121.4167,Keithley Creek
52.3333,-121.4167,Horsefly
51.3,-121.4,Seventy Mile
50.4167,-121.35,Spences Bridge
61.85,-121.3333,Fort Simpson
61.85,-121.3333,Simpson
50.8,-121.3167,Cache Creek
57.1333,-121.3,Nig Creek
51.65,-121.2833,One Hundred Mile House
53.8333,-121.2667,Penny
50.7167,-121.2667,Ashcroft
60.4333,-121.25,Trout Lake
56.2833,-121.2333,Bear Flat
55.7167,-121.1833,East Pine
52.3,-121.1167,Black Creek
50.2333,-121.1,Dot
53.7667,-121.0667,Bend
56.5333,-121,Murdale
56.2667,-120.95,Charlie Lake
56.45,-120.9167,Montney
55.7833,-120.9167,Groundbirch
51.7667,-120.9,Canim Lake
50.15,-120.8833,Coyle
50.15,-120.8833,Lower Nicola
50.75,-120.85,Savona
56.25,-120.8333,Fort Saint John
50.4167,-120.8167,Mamette Lake
56.5167,-120.7833,Rose Prairie
56.4333,-120.7833,North Pine
55.85,-120.7833,Sunset Prairie
50.7833,-120.7833,Copper Creek
50.1167,-120.7833,Merrit
50.1167,-120.7833,Merritt
49.7667,-120.7667,Thalia
49.55,-120.75,Tulameen
49.55,-120.75,Tulameen City
51.0333,-120.7333,Criss Creek
53.6,-120.7167,Loos
51.4833,-120.7,Bridge Lake
56.2167,-120.6833,Baldonnel
56.15,-120.6667,Taylor
61.5167,-120.6333,Jean Marie River
49.8833,-120.6333,Aspen Grove
56.0167,-120.6167,Pine Valley
53.5333,-120.5833,Goat River
55.6,-120.55,Fellers Heights
56.3,-120.5333,Cecil Lake
56.1833,-120.5333,Two Rivers
49.3167,-120.5333,Copper Mountain
50.15,-120.5,Quilchena
49.45,-120.5,Princeton
